c2x	1454.153103448	5.347383118	0.006545527	153.048144991	3.043320087
c8n	169.594879518	7.656941409	0.004938912	172.312354158	2.675999026
c8q	80.795957447	6.749417151	0.004325487	160.021673383	2.934170592
c8t	207.563636364	5.694903592	0.003649821	158.963630078	3.425533733
c8x	11.475	3.563972427	0.004127560	150.997678706	3.110671601
c29	76.140309278	9.695659263	0.022651425	120.015278147	0.489032923
c83	54.336851852	6.210008342	0.004093131	160.734198882	2.462065842
cb1	86.5953125	6.072099689	0.004296205	170.903363557	3.799548530
cb3	5.0125	7.105410670	0.005042400	167.931718111	3.565925409
cbe	5.8125	4.058932171	0.006030167	148.363668405	1.858842082
cbj	1.44	5.887684612	0.008305199	149.345078992	1.561365212
dhw	867.197167488	23.481441839	0.011875646	194.699585508	1.018700034
dhy	56.617175888	22.174889473	0.013230538	192.736382466	1.559437614
dj3	112.455769231	20.491656028	0.015932466	194.247281246	1.365481159
dj8	22.290555556	16.500116851	0.015501560	178.076695321	1.364219369
djc	30.113523810	17.548681502	0.012315891	184.745308741	1.132424719
dje	16.190946746	18.181424622	0.014036784	179.795190263	0.962209263
djn	38.078463724	21.963503969	0.011221523	192.310974237	1.924485385
djq	23.103165939	19.466348070	0.011522421	185.780040337	1.478354196
djy	16.593791822	17.092585884	0.011809768	177.610185566	1.632845798
djz	31.943678161	17.838583478	0.014570051	172.680181429	0.835009854
dn0	23.876470588	14.423798287	0.013383541	169.625597520	1.279240118
dn4	9.679629630	14.395138874	0.014539155	173.167728516	1.838048627
dn7	23.629	11.923574348	0.016013736	157.051626269	1.624231859
dnd	14.216666667	14.333632277	0.013461747	182.663638478	1.034115650
dnf	1.256153846	12.687164216	0.011089693	165.503266611	1.687852353
dng	6	13.159221602	0.012613312	171.946743737	2.546341970
dnh	13.677025380	15.909953294	0.014070921	176.617150535	1.618393287
dnm	98.268955224	12.826557092	0.013550538	168.467185987	0.932856990
dnr	5.154722222	15.143417235	0.012096195	179.269105946	1.281021726
dnz	43.324931507	8.370205360	0.012882317	153.902750258	1.688319202
dp1	3.5	11.053362632	0.009271457	170.757182178	2.895076882
dp2	0.1	9.255372008	0.008727888	163.708563996	2.740741701
dpg	1.905882353	6.781693452	0.009510445	149.184391962	1.841935344
dpj	2.033333333	11.044449040	0.010329415	162.396363868	2.307513613
dqb	94.333333333	12.616635769	0.011606549	162.401404804	1.763156041
dqd	7.866666667	15.784025805	0.011030565	179.936879682	2.464780579
dr4	12.562903226	11.885140264	0.011593469	169.082889612	1.558995804
dr7	0.622008310	9.862817442	0.010699817	158.107565384	1.132806824
dr9	0.573267327	8.031305971	0.009289617	148.044521422	2.449929190
drm	0.278571429	10.383661692	0.011364959	167.673697344	1.962139600
drt	2.162	8.913354560	0.010329931	155.123903321	1.258703669
drz	0.706666667	7.098489992	0.011230089	145.298346389	1.546699822
f2r	0.29	5.073190745	0.011378924	125.015235541	1.647865093
f04	118.746666667	5.298891275	0.009219077	145.280640250	1.705261813
